#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC
32,"Oscar","pH-1,Golden,BIG Naughty,Jay Park",97,11A,83,2025-10-12,03:08,46,"k-rap, k-ballad, k-pop","H1GHR : BLUE TAPE",2020-09-16,68,14,0,66,0,10,-4,F#/G♭ Minor,4,2Wqnhu5dRQDAQi8Ej6HnVQ,KRF152000073
33,"Rainy day (Feat. ASH ISLAND, Skinny Brown)","PATEKO (파테코),ASH ISLAND,Skinny Brown",160,10B,78,2025-10-12,03:38,3,"k-rap","Rainy day",2020-07-19,62,55,0,49,10,10,-5,D Major,4,4LxFRsy3TZjqAtAgIsjkez,QZEKE2016056
34,"Lay It Down","Lloyd",156,12A,79,2025-10-12,04:00,60,"r&b","King Of Hearts",2011-01-01,52,2,0,53,0,0,-5,C♯/D♭ Minor,4,0xM8GcOTYlxy9ERBV8Ksx1,USUM71021687
35,"Good Night, Sweet Dreams","Kid Wine",135,9B,40,2025-10-12,02:29,15,"k-ballad, k-rap","SOMMELIER",2024-03-26,45,85,0,21,0,10,-8,G Major,4,1u2eve72zQOD1uB1Gt3vi1,KSA002400713
36,"golden hour","JVKE",94,12B,59,2025-10-12,03:29,78,"","this is what falling in love feels like (554Hz)",2022-10-03,52,65,16,15,0,20,-5,E Major,3,4yNk9iz9WVJikRFle3XEvn,GBKPL2204171
37,"Off My Face","Justin Bieber",91,12B,23,2025-10-12,02:36,77,"","Justice",2021-03-19,51,92,0,59,0,10,-9,E Major,4,3T03rPwlL8NVk1yIaxeD8U,USUM72102631
38,"Pretender","OFFICIAL HIGE DANDISM",92,4B,86,2025-10-12,05:26,57,"j-pop, anime, j-rock","Pretender",2019-04-30,53,4,0,40,0,10,-3,G#/A♭ Major,4,1OBAWkIciXl8rmbKtrp9ZG,JPPC01900265
39,"Here With Me","d4vd",132,12B,47,2025-10-12,04:02,57,"","Here With Me",2022-09-22,57,53,0,29,0,10,-8,E Major,4,0dS2u2UFd88TIzDDaZDLvS,QZMEM2209263
40,"예뻤어 You Were Beautiful","DAY6",168,4A,62,2025-10-12,04:43,48,"k-rock, k-pop","Every DAY6 February",2017-02-06,46,6,0,41,0,10,-3,F Minor,4,3Pqp7yCHo6hbxMS0ZGc93N,US5TA1700019
41,"내일이 있잖아 (Feat. Jayci yucca)","HAAN,Chan,Jayci yucca",90,9B,48,2025-10-12,03:02,38,"k-rap, k-ballad","내일이 있잖아",2023-02-14,76,62,0,53,0,10,-7,G Major,4,7yjWpSf5hZiI7gjz0jEKxk,KSA002300269
42,"What Was I Made For? [From The Motion Picture  Barbie ]","Billie Eilish",79,8B,8,2025-10-12,03:42,85,"","What Was I Made For? [From The Motion Picture  Barbie ]",2023-07-13,39,95,0,11,0,10,-18,C Major,4,6wf7Yu7cxBSPrRlWeSeK0Q,USUM72307484
43,"Hopeless Romantic (Feat. LEE SUHYUN)","BIG Naughty,LEE SUHYUN",127,8B,30,2025-10-12,03:55,48,"k-rap, k-ballad","Hopeless Romantic",2023-02-28,51,81,0,26,0,10,-9,C Major,4,0LY4jOJChwNOYUp2dTNEss,KRA382300987
44,"Korean Ballad","BIG Naughty",79,4B,71,2025-10-12,03:43,39,"k-rap, k-ballad","Hopeless Romantic",2023-02-28,51,21,0,26,0,10,-5,G#/A♭ Major,4,6dXt2gwVdumUj1pFEyGg6w,KRA382300988
45,"Tell me it is love","Ha Hyun Sang",73,9B,34,2025-10-12,03:14,33,"k-ballad, k-rock","With All My Heart",2024-01-08,63,78,0,45,0,30,-5,G Major,4,2W0Arp2uDkmX2mnkEMfVbh,KRA492301163
46,"Burning Sunset","Ha Hyun Sang",80,2B,60,2025-10-12,03:38,43,"k-ballad, k-rock","Burning Sunset",2021-08-28,45,9,0,44,0,10,-4,F#/G♭ Major,4,7EH1Z1xI4lUG1G0STPGsHj,KRA492100823
47,"Johnny (Feat. Dynamicduo)","Primary,Dynamicduo",100,3B,61,2025-10-12,03:54,59,"k-rap, k-pop","Johnny",2012-03-07,74,27,0,80,10,0,-5,C♯/D♭ Major,4,4OHq2ao4pXmGq9OOuP3lxb,KRB141200032
48,"Tomorrow (Feat. GIRIBOY, BIG Naughty)","lIlBOI,GIRIBOY,BIG Naughty",78,11B,60,2025-10-12,04:36,52,"k-rap, k-ballad","Show Me The Money 9 Episode 3",2020-12-05,78,40,0,50,30,0,-6,A Major,4,7K31QxS2DmTBxdYldd8yqf,KRA492001476
49,"사랑해 그리고 기억해","god",84,7B,60,2025-10-12,04:22,47,"k-ballad","Chapter 2",1999-11-25,75,3,0,78,10,0,-6,F Major,4,2bN0Tq1vniINc5rinlITKL,KRA381952185
50,"촛불하나","god",102,8B,58,2025-10-12,03:31,52,"k-ballad","Chapter 3",2000-11-03,83,12,0,67,20,10,-8,C Major,4,2APM0MB4txhD5Oir3Ahae2,KRA381952196
51,"Creep","Kim Hyung Woo, I’ll, Ha Hyun Sang, Hong Jin Ho",76,9B,23,2025-10-12,05:54,0,"","JTBC SuperBand Episode 10",2019-06-15,23,81,0,4,0,10,-8,G Major,4,0l3hiueHDmvPpzigBVOQ2R,QMEU31911956
52,"1000x","I'll,Hong Jin Ho,Kim Hyung Woo,Ha Hyun Sang",116,12B,30,2025-10-12,05:06,0,"k-rock, k-ballad","JTBC SuperBand Episode 8",2019-06-01,40,81,0,21,0,10,-7,E Major,4,6idHI2c5GQ1KoBY0Kr841M,QMEU31910893
53,"Desert Eagle","Silica Gel",159,8A,51,2025-10-12,05:09,49,"k-rock","Desert Eagle",2021-08-15,23,0,2,32,0,20,-6,A Minor,4,0haCeyoW7lP7PNRu3RnSZZ,KRF252100064
54,"넌 감동이었어","Sung Si Kyung",130,3B,38,2025-10-12,04:22,51,"k-ballad","Melodie D’ Amour",2002-07-19,45,36,0,21,0,10,-8,C♯/D♭ Major,4,1vWUaugwrcpD9axrZaLekY,KRA490200001
55,"Every moment of you","Sung Si Kyung",140,6B,39,2025-10-12,04:03,21,"k-ballad","My Love From the Star Part 7",2014-02-12,37,82,0,24,0,0,-8,A#/B♭ Major,4,2tY05I4MCH2eKnWTITUspC,KRA381206130
56,"YOU ARE MY SPRING","Sung Si Kyung",134,12B,34,2025-10-12,04:29,48,"k-ballad","SECRET GARDEN DRAMA OST Part.4",2010-12-27,47,80,0,20,0,0,-9,E Major,4,7bDneX9LAHd0XguzMSbQHu,KRA031001315
57,"Never Ending Story","BOOHWAL",122,2B,48,2025-10-12,04:13,57,"k-ballad, k-rock","새벽",2002-09-01,37,50,0,19,0,0,-7,F#/G♭ Major,4,0yamqkAFAmpdLNVcmJLSo8,KRA300801080
58,"좋아요","BTS",101,5A,72,2025-10-12,03:51,42,"k-pop","2 Cool 4 Skool",2013-06-12,74,30,0,78,0,20,-4,C Minor,4,4nKBDyNxlBYJ6jG3LS6cmg,KRA341308135
59,"Until I Found You","Stephen Sanchez",101,6B,51,2025-10-12,02:57,79,"","Until I Found You",2021-09-01,54,73,0,23,0,10,-6,A#/B♭ Major,3,0T5iIrXA4p5GsubkhuBIKV,USUG12103651
60,"question mark (Feat. CHOIZA Of Dynamicduo, Zion.T)","Primary,CHOIZA,Zion.T",96,2A,73,2025-10-12,03:14,57,"k-rap, k-ballad","Primary And The Messengers LP",2012-10-31,70,22,0,93,10,0,-4,D#/E♭ Minor,4,3y1Aq9UzyzhMGuVaS8i2oA,KRB141200071
61,"for lovers who hesitate","JANNABI",74,6B,43,2025-10-12,04:25,62,"k-ballad, k-rock","LEGEND",2019-03-13,52,71,0,30,0,30,-8,A#/B♭ Major,4,5BqwC9kOBbqYkzdOKeXFFk,KRA381900671
62,"A Letter For You","Kim Na Young",68,9B,21,2025-10-12,03:37,56,"k-ballad, soundtrack","A Letter For You",2021-04-14,63,88,0,17,0,10,-13,G Major,4,4vfO4uu5VObHhGSrdV6TC5,KRA382102728
63,"Do For Love","2Pac",95,3B,63,2025-10-12,04:41,80,"old school hip hop, west coast hip hop, gangster rap, g-funk, hip hop","R U Still Down? [Remember Me]",1997-01-01,87,6,0,72,30,0,-4,C♯/D♭ Major,4,4AE7Lj39VnSZNOmGH2iZaq,USDJ20300663
64,"Love Never Felt So Good","Michael Jackson,Justin Timberlake",118,6A,72,2025-10-12,04:06,78,"","XSCAPE",2014-05-09,78,13,0,71,0,0,-6,G Minor,4,48td6xvpokdYwvbl3JIiXP,USSM11401760
65,"ベテルギウス","Yuuri",180,7B,68,2025-10-12,03:50,61,"j-pop","ベテルギウス",2021-11-04,43,20,0,69,0,40,-5,F Major,4,2sf18cEv463VgqmdjDsFpw,JPU902104201
66,"TOMBOY","HYUKOH",148,5B,43,2025-10-17,04:01,60,"k-rock, k-ballad","23",2017-04-24,30,10,0,22,0,10,-5,D#/E♭ Major,4,6DA7kCWYMggJjqPM84V2Ng,KRC081700004
67,"우리 왜 헤어져야 해","Sin Ye Young",129,9B,51,2025-10-17,04:07,50,"k-ballad","우리 왜 헤어져야 해",2019-11-20,54,80,0,24,0,0,-5,G Major,4,1ZNz6s0I6XIy4HSWTz8n7n,KRA381904913
68,"사랑하기 때문에","Yoo Jae Ha",116,11B,22,2025-10-18,06:20,48,"k-ballad","사랑하기 때문에",1987-08-20,27,41,0,15,0,10,-12,A Major,4,0I9vXVUpijjek2ULH4UUJw,QZEKE2017705
69,"Two melodies","Zion.T,Crush",92,3B,43,2025-10-19,03:31,41,"k-rap, k-ballad, k-pop","Red Light",2013-04-09,74,75,0,35,0,10,-7,C♯/D♭ Major,4,1oTdXaj3rG7ZM4gbdvjqb3,KRA381202814
70,"Silent Tears at Night","양정훈",141,10B,28,2025-10-20,03:59,3,"","Silent Tears at Night (Yang Jeong Hoon X Forest Notes)",2025-08-13,48,82,0,23,0,10,-9,D Major,3,3gSjBpjGMSEr9sNYx5sukT,KSB012342513
71,"Last Love","Kwon Jin Ah",135,4B,30,2025-10-22,04:18,41,"k-ballad","Last Love",2025-10-22,41,62,0,12,0,10,-7,G#/A♭ Major,4,7y3tkXIxe9rv106X0Aouek,KRMIM2559162
72,"If I have you only (My love X Nerd Connection)","Nerd Connection",138,11B,35,2025-10-22,04:10,60,"k-ballad, k-rock","If I have you only (My love X Nerd Connection)",2023-08-15,54,33,0,14,0,10,-5,A Major,4,3TQHPUEVdvdq8ejwEcHUlL,KRA382320028
73,"Pass by","Nilo",114,9B,31,2025-10-22,04:41,50,"k-ballad","Pass by",2021-04-01,65,88,0,44,0,10,-7,G Major,4,7CEp2jyohd05jqAiWafcOK,KRA252100565
74,"115 million kilometer film","OFFICIAL HIGE DANDISM",97,5B,79,2025-10-27,05:24,55,"j-pop, anime, j-rock","ESCAPARADE",2018-04-11,52,0,0,48,0,10,-2,D#/E♭ Major,4,4mdOqt3AiUJbBXL02aa5iw,JPC841800601
75,"Deeper Than It Seems","Jace June",94,3B,25,2025-11-15,03:01,34,"","Deeper Than It Seems",2022-00-00,73,60,0,37,0,0,-9,C♯/D♭ Major,4,1B0os1TYAHh0UdOVBpHvMR,QZTAT2263142
76,"Sign Of The Times","Daniel Caesar",143,11B,40,2025-11-15,03:51,69,"","Son Of Spergy",2025-10-24,37,67,0,15,0,20,-8,A Major,4,4idq70ESkXPCPhCCnzBK1y,USUG12505896
77,"OPEN UP","Daniel Caesar",115,2B,19,2025-11-15,04:26,66,"","CASE STUDY 01",2019-06-28,83,41,0,31,0,10,-13,F#/G♭ Major,3,40vHPre1xRPeCAuK2CNfs4,QM6N21983350
78,"Solar System","Sung Si Kyung",79,10B,15,2025-11-15,03:37,42,"k-ballad","First Time",2011-09-15,22,92,0,17,0,10,-15,D Major,3,3n6tXOLOrgMiXTAsTBNWDj,KRA491301012
79,"Easily","Bruno Major",119,6A,26,2025-11-15,03:30,67,"","A Song For Every Moon",2017-08-31,77,49,1,36,0,10,-9,G Minor,3,0RnxpSzxzwZgFQ0NahQr9K,GBKPL1674673
80,"Forest","Choi Yu Ree",114,10B,30,2025-11-15,03:48,58,"k-ballad","Stroll",2022-08-24,41,92,0,19,0,10,-9,D Major,3,33xRp6ZX1DKraRFHR9ZDck,KRA922200019
81,"A thought on an autumn night","JANNABI",74,6B,30,2025-11-15,03:07,55,"k-ballad, k-rock","JANNABI's Small Pieces l",2020-11-06,54,90,0,37,0,10,-9,A#/B♭ Major,3,4YaKlkNVJNbrIqN82EKFsQ,KRA382006276
82,"사랑했지만","Kim Kwang Seok",78,8B,26,2025-11-15,04:28,44,"k-ballad","김광석 다시 부르기 I",1993-02-03,49,11,8,8,0,10,-15,C Major,4,0G3lpatOjT98t1aErshKuc,KRMIM1813413
83,"Trip","Leellamarz,Hannah",91,6B,60,2025-11-15,03:53,47,"k-rap, ","Trip",2018-09-10,68,47,0,64,0,10,-4,A#/B♭ Major,4,1Z8I2cvV9JQZqB1YA0O3PY,KRE131800040
84,"OUT OF MY SIGHT","Leellamarz",90,12B,64,2025-11-15,03:26,52,"k-rap","VIOLINIST2",2021-12-14,64,23,0,62,0,20,-5,E Major,4,0hUH6MXHQn9coBKHMXWpD8,KRE132100065
85,"Ex","Leellamarz",86,8B,74,2025-11-15,03:17,40,"k-rap","MaRz&B",2022-10-16,77,52,0,79,0,10,-5,C Major,4,2qYQlzG9kllQLu9RcHPF9L,KRE132200063
86,"F THE WORLD(Feat.Wonstein)","Mommy Son,Wonstein",96,12B,41,2025-11-15,03:23,39,"k-rap","My Sadness",2019-11-18,70,75,0,89,0,20,-6,E Major,4,5q1pDq0GQeh1Vy8yJP9TO4,KRA381904870
87,"My House Is Not A Home","d4vd",117,2A,36,2025-11-15,03:59,66,"","My House Is Not A Home",2024-03-08,57,77,0,47,0,0,-10,D#/E♭ Minor,4,0ssxoYXlw70MY4lh3JsI9q,USUM72401159
88,"One More Dance","d4vd",180,7B,58,2025-11-15,03:08,0,"","WITHERED",2025-04-25,24,6,0,20,0,20,-8,F Major,3,424OoPQP2FRcDWY1FXJ8Hw,USUM72500147
89,"Think About You","PATEKO,Jayci yucca,Kid Wine",80,12B,39,2025-11-15,03:15,53,"k-ballad, k-rap","Welcome to the Kicako House",2021-07-25,66,81,0,49,0,60,-6,E Major,4,4QL7JQXCrWoCGsRKnGkga1,KSA002100492
90,"Tell Me","PATEKO,Jayci yucca,Kid Wine",88,12B,51,2025-11-15,02:57,34,"k-ballad, k-rap","Welcome to the Kicako House",2021-07-25,70,57,0,31,0,10,-6,E Major,4,726zo5B0UvuO7aC0MhFWFY,KSA002100493
91,"If You","Kid Wine",172,7B,53,2025-11-15,03:34,24,"k-ballad, k-rap","ROSÉ",2022-09-03,53,50,0,48,0,10,-6,F Major,4,53ioaj2WPAVA2CDrPBTjPI,KSA002201799
92,"Forget Me (Feat. PLHN)","Kid Wine,HAAN,PLHN",146,12B,42,2025-11-15,02:50,22,"k-ballad, k-rap, ","Wine, HAAN",2022-10-05,66,67,0,57,0,20,-6,E Major,3,1ox7zkdVWVUFJY0H1547qB,KSA002201979
93,"One Small Day","PATEKO,Jayci yucca,Kid Wine",76,9B,57,2025-11-15,04:12,44,"k-ballad, k-rap","Welcome to the Kicako House 2",2022-12-29,58,40,0,29,0,10,-5,G Major,4,0yWidm1JpKns67r0W3oTUc,KSA002202591
94,"When You Miss Me","PATEKO,Kid Wine",150,2B,63,2025-11-15,03:44,49,"k-ballad, k-rap","Patek on Wine",2023-05-24,57,26,0,44,0,0,-4,F#/G♭ Major,4,4qnqtfBqUYhKwGWKZYbAR4,KSA002301124
95,"Time Out (Feat. Kid Wine)","VVON,Kid Wine",93,9B,65,2025-11-15,02:46,35,"k-ballad, k-rap","Time Out (Feat. Kid Wine)",2023-09-15,72,27,0,46,10,10,-5,G Major,4,2gl3KBzauufYDY4O2aagcz,KRNAR2332817
96,"Is this too much? (Feat. Chan, Hash Swan)","Way Ched,Chan,Hash Swan",140,6B,47,2025-11-15,02:47,26,"k-rap","BLEND",2024-05-30,77,65,0,70,0,0,-6,A#/B♭ Major,4,6Bx3jtzljURZqDh097tDFA,KRA492400748
97,"WHY? (feat. AISH)","YECHAN,AISH",140,8B,46,2025-11-15,02:26,55,"k-ballad, p-pop","WHY?",2024-02-29,69,60,0,66,10,30,-7,C Major,4,3vMbLaILLjqUwggU7hUPtr,KSA012296307
98,"yours","데이먼스 이어 Damons year",109,1B,47,2025-11-15,02:45,64,"k-ballad","yours",2019-04-10,48,66,0,32,0,10,-6,B Major,4,7JQH2lBMZ10ztDnpoeq6Ki,KRMIM1905411
99,"Subtitle","OFFICIAL HIGE DANDISM",130,2B,69,2025-11-15,05:04,53,"j-pop, anime, j-rock","Rejoice",2024-07-24,65,3,0,38,0,10,-6,F#/G♭ Major,4,2fVh6ttCTTEkoFuGCAyItt,JPPC02212449
100,"Happier Than Ever","ASTN",98,11A,46,2025-11-15,01:49,8,"","Happier Than Ever",2021-11-09,67,34,0,27,40,10,-7,F#/G♭ Minor,4,7es56D0QedGMsK39wl2yFX,QZN882171316
101,"Vancouver","BIG Naughty",89,2B,60,2025-11-15,03:36,59,"k-rap, k-ballad","Lovey Dovey",2022-05-04,62,42,0,70,10,10,-7,F#/G♭ Major,4,4p4yxplNCSmt9xfaAMpcd5,KRA382204921
102,"소녀","Sung Si Kyung",132,12B,25,2025-11-27,03:31,33,"k-ballad","Sung Si kyung Remake Album",2004-05-20,44,96,0,26,0,10,-11,E Major,4,3iBTHcKLptyHcYA5Dht9rw,KRA341504335
103,"It's not beautiful and it doesn't hurt","Wonstein",90,3B,50,2025-11-29,02:44,48,"k-rap","It's not beautiful and it doesn't hurt",2024-01-30,71,68,0,57,0,10,-8,C♯/D♭ Major,4,0tS9IeWNCqTjpuYd2iQtSt,ZZA0P2401262
104,"So painful (Feat. Kid Wine, Milena)","PATEKO,Kid Wine,Milena",140,4A,51,2025-11-29,03:43,40,"k-ballad, k-rap, ","So painful (Feat. Kid Wine, Milena)",2022-03-10,57,38,0,22,0,10,-7,F Minor,4,1y7EDFtw3t17nNg66L3KWD,KSA002101567
105,"He's next to you, instead of me","TOIL,Kid Wine",134,12B,38,2025-11-29,02:52,50,"k-rap, k-ballad","He's next to you, instead of me",2020-10-30,61,72,0,26,0,10,-7,E Major,4,25U5ea5BGlFK5318WduEzI,KRC532000015
106,"Best Part (feat. H.E.R.)","Daniel Caesar,H.E.R.",75,9B,37,2025-12-04,03:29,87,"r&b","Freudian",2017-08-25,52,80,0,44,0,10,-10,G Major,4,1Q7EgiMOuwDcB0PJC6AzON,CADDS1700022
107,"0+0","HANRORO",136,11B,52,2025-12-04,03:12,70,"k-ballad, k-rock","JAMONG SALGU CLUB",2025-08-04,46,49,2,20,0,10,-6,A Major,4,3sOAwRg5esaxDcWnUigWPv,KRMIM2540757
108,"Landing in Love","HANRORO",93,9B,52,2025-12-04,02:45,69,"k-ballad, k-rock","Take-off",2023-08-29,63,43,0,33,0,10,-6,G Major,4,3WvM2dIR9iIxMGNMP7WsNw,KRNAR2308242
109,"CREDIT (Feat. YUMDDA, GIRIBOY, Zion.T)","lIlBOI,YUMDDA,GIRIBOY,Zion.T",80,3A,54,2025-12-05,04:07,50,"k-rap, k-ballad","Show Me The Money 9 Final",2020-12-19,66,57,0,38,20,0,-6,A#/B♭ Minor,4,2lHmx4nJOTGHx2PkEFMADF,KRA492001570
110,"Love","Keyshia Cole",117,7B,52,2025-12-06,04:15,84,"r&b","The Way It Is",2005-01-01,69,6,0,31,0,10,-4,F Major,4,0W4NhJhcqKCqEP2GIpDCDq,USAM10500210
111,"ヒロイン","back number",76,9B,62,2025-12-08,04:30,53,"j-pop, j-rock","ヒロイン",2015-01-21,44,17,0,39,0,10,-3,G Major,4,0sQsDJj9BnBsWH9fnJ2PDW,JPPO01413047
112,"좋아합니다 I Like You","DAY6",150,9B,71,2025-12-08,04:00,48,"k-rock, k-pop","MOONRISE",2017-12-06,44,1,0,35,0,10,-5,G Major,4,3Xbp3hF6DOjfjixm707B0i,US5TA1700118
113,"I got lucky","Kwon Jin Ah",131,11B,39,2025-12-09,04:16,48,"k-ballad","Shape of me",2019-09-19,43,76,0,27,0,10,-5,A Major,4,2xqZgDhbEzNIQGEz8HdrkJ,KRA381904244
